name,city,state,address,zip,phone,website,rating,reviews,mobile_score,problem_found,pitch_angle,source
RE/MAX,Las Vegas,,,,,,,,N/A,No website,,osm
All Vegas Properties,Las Vegas,,,,,,,,N/A,No website,,osm
Ansons Realty,Las Vegas,,,,,,,,N/A,No website,,osm
