name,city,state,address,zip,phone,website,rating,reviews,mobile_score,problem_found,pitch_angle,source
Parkwood Inn,Orlando,,3300 West Colonial Drive,32808,,,,,N/A,No website,,osm
Casa da Neia,Orlando,,,,,,,,N/A,No website,,osm
The Florida Hotel and Conference Centre,Orlando,,,,,,,,N/A,No website,,osm
Westgate Lakes Resort & Spa,Orlando,,,,,,,,N/A,No website,,osm
