name,city,state,address,zip,phone,website,rating,reviews,mobile_score,problem_found,pitch_angle,source
Crye-Leike Realtors,Nashville,,,,,,,,N/A,No website,,osm
Village Real Estate,Nashville,,,,,,,,N/A,No website,,osm
